Global Company Key,Data Date,Data Year - Fiscal,Ticker Symbol,Company Name,Current Assets - Total,Accounts Payable - Trade,Assets - Total,Cash,Cost of Goods Sold,Common Shares Outstanding,Long-Term Debt - Total,Depreciation and Amortization,Dividends - Total,Inventories - Total,Current Liabilities - Total,Liabilities - Total,Net Income (Loss),"Property, Plant and Equipment - Total (Net)",Retained Earnings,Receivables - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Interest and Related Expense - Total,"Selling, General and Administrative Expense",Price Close - Annual - Fiscal,Standard Industry Classification Code
63669,20181231,2018,5952B,UNIVISION COMMUNICATIONS INC,986.8,142,9172.1,128.3,1030.7,0.001,7440.9,166.3,,0,624.8,9035.3,4.8,594.6,-5158.3,652.8,2713.8,134.2,398.8,681,,4833
63739,20181231,2018,BJRI,BJ'S RESTAURANTS INC,78.487,36.505,695.107,29.224,922.144,21.058,95,70.439,9.73,10.133,150.425,385.886,50.81,582.754,244.879,31.19,1116.948,309.221,4.938,62.747,50.57,5812
63892,20181231,2018,NOV,NATIONAL OILWELL VARCO INC,7279,722,19796,1427,6319,383.427,2704,690,76,2986,2341,5907,-31,2797,5425,2666,8453,13819,93,1233,25.7,3533
63930,20181231,2018,BBQ,BBQ HOLDINGS INC,19.202,3.765,38.356,11.598,37.532,9.085,2.411,1.3,0,0.722,8.912,15.815,4.862,10.385,15.075,4.3,54.888,22.541,0.493,10.065,4.59,5812
63987,20181231,2018,VEON,VEON LTD,3110,1432,14102,,2116,1749.127,6567,1834,509,141,4413,11323,582,4932,-9085,838,9086,3670,816,3697,2.34,4812
64166,20181231,2018,DGX,QUEST DIAGNOSTICS INC,1390,320,11003,135,4639,135,3429,309,274,99,1485,5659,736,1288,7543,1015,7531,5216,169,1359,83.27,8071
64336,20181231,2018,CEA,CHINA EASTERN AIRLINES CORP,2316.427,587.394,34751.781,93.925,12886.469,289.352,13656.915,2158.383,107.301,283.519,10623.111,25795.328,392.275,29507.397,1952.795,1660.698,16760.799,8434.05,650.059,1276.855,27.38,4512
64835,20190331,2018,RYAAY,RYANAIR HOLDINGS PLC,4269.542,644.023,14872.349,1880.664,6165.02,226.68,3743.144,718.886,0,3.255,4597.951,9019.238,993.308,10134.661,5038.037,67.68,8639.424,5853.111,66.333,614.279,74.94,4512
65009,20181231,2018,AROC,ARCHROCK INC,256.196,54.939,2552.515,5.61,466.167,129.406,1529.501,174.946,58.288,76.333,150.742,1710.941,21.063,2171.038,-2257.904,163.247,904.441,841.574,93.828,110.463,7.49,3533
65021,20190331,2018,EGHT,8X8 INC,397.391,32.28,546.358,276.583,106.602,96.12,216.145,24.671,0,0,74.705,296.968,-88.739,52.835,-257.655,25.898,352.586,249.39,,295.501,20.2,4899
65417,20181231,2018,YUM,YUM BRANDS INC,1207,202,4130,292,2841,306,9751,183,464,,1301,12056,1542,1237,-7926,597,5688,-7926,496,348,91.92,5812
65482,20190131,2018,STRZ,STAR BUFFET INC,0.626,1.014,6.425,0.163,24.204,3.213,4.16,0.612,0,0.254,5.024,9.878,-0.541,5.56,-21.199,0.172,26.036,-3.453,0.494,1.429,0.65,5812
65552,20181231,2018,INVE,IDENTIV INC,42.192,5.654,66.306,10.866,43.579,15.967,1.86,3.156,0.833,13.631,29.478,32.606,-4.708,2.624,-402.144,14.952,78.142,33.87,1.518,31.541,3.6,3577
65662,20181231,2018,CHL,CHINA MOBILE LTD,77802.977,27748.123,223313.02,8331.401,66884.425,4095.097,0,22413.159,8713.498,1287.76,68974.907,69804.093,17124.721,107399.501,94546.473,8778.054,107129.504,153014.004,20.937,,48,4812
65671,20181231,2018,DRQ,DRIL-QUIP INC,852.981,26.693,1192.51,418.1,236.187,36.264,0,35.312,0,191.194,82.258,96.348,-95.695,274.123,1060.833,202.165,384.626,1096.162,0.291,143.461,30.03,3533
66016,20181231,2018,INGR,INGREDION INC,2138,452,5728,327,4226,66.526,1931,247,173,824,946,3320,443,2198,2382,951,6289,2388,84,1059,91.4,2040
66274,20181231,2018,PFHO,PACIFIC HEALTH CARE ORG INC,8.337,0.064,8.506,7.073,4.138,3.2,0,0.067,0,0,0.424,0.424,1.36,0.142,7.653,0.964,6.797,8.082,0,0.703,4.45,8090
100103,20181231,2018,DLAKY,DEUTSCHE LUFTHANSA AG,12197.739,4478.839,43749.972,1717.346,34161.454,475.211,5733.647,2507.326,431.626,1108.261,18564.514,32789.867,2476.413,24191.686,9048.126,6718.26,41548.334,10834.166,131.663,2257.738,22.52,4512
100135,20190331,2018,TATYY,TATE & LYLE PLC,1427.321,304.737,3637.324,371.156,3007.011,115.774,485.758,197.95,174.508,565.198,886.866,1698.199,235.716,1278.859,1297.091,401.108,3587.837,1939.125,40.371,,37.83,2060
101475,20181231,2018,AFLYY,AIR FRANCE - KLM,8925.622,2816.448,33267.289,4104.458,25647.997,427.488,10622.359,3183.96,0,724.72,14101.704,31132.055,468.263,19363.652,-3031.688,3193.119,30356.96,2121.495,509.479,,10.837,4512
102089,20180831,2018,SDXAY,SODEXO,8515.691,2583.96,17737.154,1933.907,19759.281,727.928,4105.78,345.921,477.092,325.026,8847.682,13873.983,755.686,718.54,,4741.904,23688.619,3810.934,139.297,2363.406,20.878,5812
102345,20181231,2018,MXCYY,METSO OYJ,2530.224,493.451,3754.119,380.106,2543.962,599.989,438.496,66.404,179.749,1087.653,1543.322,2132.944,263.326,349.194,1458.599,881.572,3632.76,1609.726,41.216,595.347,6.545,3530
102696,20190331,2018,LOGI,LOGITECH INTERNATIONAL SA,1350.436,283.922,2024.124,604.516,1694.498,165.862,0,67.651,113.971,293.495,717.819,847.785,257.573,78.552,1259.338,417.63,2788.322,1176.339,,748.225,39.34,3577
104831,20180630,2018,SPKKY,SPARK NEW ZEALAND LTD,546.827,189.729,2316.731,37.268,1767.193,367.078,642.369,294.08,310.343,53.531,489.231,1272.542,260.878,704.031,405.208,391.655,2431.924,1044.189,36.591,,12.627,4813
104833,20181231,2018,HEINY,HEINEKEN NV,10384.221,4597.909,48035.323,3323.638,20151.342,1140.359,14457.767,1761.998,991.481,2198.203,11964.179,30243.614,2178.74,13004.892,12765.608,3925.854,25726.993,16438.44,564.433,,44.125,2082
105364,20180731,2018,DTGI,DIGERATI TECHNOLOGIES INC,0.741,1.177,4.559,0.388,1.053,12.775,1.096,0.227,0,0,4.463,5.559,-3.163,0.713,-80.799,0.229,2.001,-0.793,0.379,3.419,0.5321,4899
106815,20181231,2018,HLTOY,OTE - HELLENIC TELECOM ORG,2439.891,1183.823,7670.699,1241.87,3011.996,959.879,1466.156,865.199,196.35,93.882,2718.559,4722.931,200.357,3138.279,638.738,880.655,4349.122,2671.275,104.3,,5.441,4813
108348,20181231,2018,TEUM,PARETEUM CORP,23.929,10.337,161.041,6.052,10.33,97.853,0.342,5.427,0,0,20.005,28.976,-12.975,4.553,-318.926,15.362,32.436,132.065,0.522,24.062,1.69,4813
108693,20181231,2018,JSDA,JONES SODA CO,3.947,1.058,4.068,0.991,9.699,41.464,2.528,0.123,0,1.349,2.1,4.771,-2.079,0.088,-63.914,1.362,12.558,-0.703,0.271,4.563,0.2354,2086
110728,20181231,2018,IDXG,INTERPACE BIOSCIENCES INC,17.721,1.059,48.442,6.068,9.985,28.694,0,3.464,0,0,8.492,15.504,-12.189,0.837,-141.489,9.483,21.896,32.938,0.331,19.044,0.8,8071
111535,20181231,2018,SKAS,SAKER AVIATION SERVICES INC,4.694,0.347,6.341,2.839,5.594,30.203,0.173,0.472,0,0.171,0.821,0.994,0.312,0.388,-14.441,1.118,11.118,5.347,0.017,4.559,0.0873,4581
111974,20181231,2018,TSQ,TOWNSQUARE MEDIA INC,133.169,13.481,987.198,61.39,306.861,18.944,555.33,18.961,8.341,0,65.701,645.621,-32.93,114.251,-25.735,62.464,430.599,340.29,34.133,28.845,4.08,4832
112030,20181231,2018,CMLS,CUMULUS MEDIA INC,394.991,14.273,1775.152,27.584,407.053,16.556,1230.299,56.106,0,0,116.898,1385.323,757.581,235.898,61.425,253.501,1140.36,389.829,50.978,507.063,10.8,4832
114415,20181231,2018,RIBT,RICEBRAN TECHNOLOGIES,12.513,4.318,30.717,7.044,11.007,29.098,0.145,0.773,0,0.958,6.861,7.006,-8.101,15.01,-273.229,3.676,14.762,23.711,0.012,11.062,3,2090
114927,20181231,2018,SCMWY,SWISSCOM AG,4054.904,1684.97,22953.399,481.71,3002.052,518.016,6866.914,2174.811,1158.544,156.505,4600.639,14611.882,1551.839,11071.209,8165.703,2652.456,11904.548,8356.761,162.603,5095.561,47.647,4813
116025,20181231,2018,SPIN,SPINE INJURY SOLUTIONS INC,1.227,0.076,3.397,0.06,0.657,20.241,0,0.026,0,0.116,1.736,1.736,-0.672,0.077,-18.228,1.04,1.836,1.661,0.066,1.767,0.0758,8090
117145,20181231,2018,SBSAA,SPANISH BROADCASTING SYS INC,61.499,1.913,444.312,22.468,92.328,7.342,0,3.801,0,0,447.869,523.691,16.491,22.414,-605.574,31.551,142.369,-79.379,41.596,,0.19,4832
117902,20181231,2018,ETM,ENTERCOM COMMUNICATIONS CORP,560.229,1.858,4020.358,122.893,1099.218,141.225,1872.203,44.348,50.643,0,178.745,2686.098,-361.435,317.03,-360.664,342.766,1462.567,1334.26,101.824,68.392,5.71,4832
118261,20181231,2018,FVRG,FOREVERGREEN WORLDWIDE CORP,0.684,1.946,2.319,0.081,3.303,30.78,1.458,0.925,0,0.427,10.199,11.657,-2.676,1.635,-46.475,0.097,10.159,-9.338,1.029,7.559,0.1146,2000
119574,20180630,2018,EXTR,EXTREME NETWORKS INC,427.913,75.689,770.248,121.139,391.794,116.124,188.749,49.056,0,63.867,359.872,657.516,-46.792,78.519,-829.781,212.423,983.142,112.732,12.75,500.502,7.96,3576
120301,20181231,2018,UONEK,URBAN ONE INC,173.199,7.331,1237.409,15.255,125.364,46.274,873.757,33.189,0,0,111.278,1048.477,141.001,26.088,-799.975,110.354,439.098,178.7,76.667,183.25,1.61,4832
121718,20181231,2018,JNPR,JUNIPER NETWORKS INC,4581.8,208.8,9363.3,2489,1697.9,346.4,1848.8,210.6,249.3,80.6,1842.5,4540.1,566.9,951.7,-2849.6,754.6,4647.5,4823.2,103.2,2140.6,26.91,3576
121817,20181231,2018,SALM,SALEM MEDIA GROUP INC,43.637,2.187,559.028,0.117,204.306,26.186,234.135,18.226,6.806,0.677,52.878,337.159,-3.192,96.508,10.372,36.339,262.783,221.869,18.428,15.686,2.09,4832
122380,20181231,2018,LII,LENNOX INTERNATIONAL INC,1089.4,433.3,1817.2,46.3,2706.5,39.858,740.5,66,98.2,509.8,1008.5,1966.8,359,408.3,1666.2,475.2,3883.9,-149.6,39.1,608.2,218.86,3585
122874,20181231,2018,IGLDF,INTERNET GOLD-GOLDEN LINES,1381.237,236.271,5221.514,313.869,1599.313,28.003,2874.589,486.724,0,25.955,2046.168,5177.631,-191.853,2091.656,-278.013,538.635,2494.093,-121.213,139.408,,1.5921,4813
123435,20181231,2018,LICT,LICT CORP,47.125,5.074,205.092,7.732,48.463,0.02,28.701,19.796,0,4.735,15.747,64.723,25.781,94.775,158.012,11.551,115.833,140.369,1.742,15.602,14450,4813
124355,20180930,2018,ATGN,ALTIGEN COMMUNICATIONS INC,5.233,0.062,14.362,3.08,1.594,22.842,0,0.051,0,0,2.928,3.149,9.84,0.078,-59.104,1.088,10.002,11.213,0.019,6.604,0.51,4899
124395,20181231,2018,USNU,US NEUROSURGICAL HOLDINGS,4.061,0.227,6.205,1.519,0.338,7.792,0.988,1.003,0,0,1.881,3.194,-0.421,0,-0.167,2.388,3.424,3.011,0.113,1.289,0.21,8062
125074,20181231,2018,RDWR,RADWARE LTD,359.037,4.483,532.721,45.203,31.975,46.347,0,9.782,0,18.401,118.034,168.764,11.735,23.677,100.445,17.166,234.404,363.957,0.113,185.565,22.71,3576
125239,20190331,2018,SIFY,SIFY TECHNOLOGIES LTD -ADR,246.923,42.894,432.083,27.928,196.326,179.144,48.433,22.14,3.145,24.758,208.364,276.507,15.425,124.648,-154.202,144.877,310.996,155.576,10.512,70.358,1.6319,4813
125276,20181031,2018,CRSS,CROSSROADS SYSTEMS INC,14.563,0.056,163.116,2.324,18.534,5.972,57.422,0,0,7.488,62.451,120.033,23.835,0,-214.827,1.874,28.442,27.538,4.971,2.288,6.9,3577
125378,20181231,2018,PTNR,PARTNER COMMUNICATIONS CO,335.543,190.248,1063.889,111.312,600.177,162.628,322.163,145.83,0,26.223,307.715,687.675,15.252,324.036,150.646,175.531,872.036,376.214,13.914,102.482,4.72,4812
125794,20181231,2018,NEO,NEOGENOMICS INC,103.668,17.779,505.015,9.811,141.276,94.465,98.13,21.732,-3.448,8.65,60.925,184.572,2.64,60.888,-51.837,77.005,276.741,320.443,6.23,98.882,12.61,8071
126020,20181231,2018,IDN,INTELLICHECK INC,5.749,0.073,14.461,4.376,0.169,15.639,0,0.246,0,0.082,1.505,1.541,-3.964,0.265,-114.386,1.062,4.433,12.92,0,8.112,2.14,3579
126136,20181231,2018,CHTR,CHARTER COMMUNICATIONS INC,2730,758,146130,551,27860,225.354,69537,10318,0,0,12095,101858,1230,35126,2778,1733,43634,36285,3540,,284.97,4841
126555,20181231,2018,ALSK,ALASKA COMMUNICATIONS SYS GP,65.497,14.627,455.185,13.351,107.509,53.268,168.023,33.908,0,6.737,47.27,285.435,9.08,373.18,7.764,36.559,232.468,168.811,15.43,66.647,1.44,4813
126596,20181231,2018,ICABY,I-CABLE COMMUNICATIONS LTD,43.749,6.329,214.212,22.705,139.768,310.301,0,24.981,0,1.294,119.096,121.823,-58.174,109.674,-913.106,7.458,148.543,92.389,1.307,46.263,0.301,4841
129439,20181231,2018,FULO,FULLNET COMMUNICATIONS INC,0.281,0.022,0.346,0.245,0.247,13.621,0.021,0.017,0.021,0,1.006,1.079,0.268,0.051,-10.138,0.005,2.07,-0.733,0.002,1.82,0.036,4899
129823,20181231,2018,BBGI,BEASLEY BROADCAST GROUP INC,70.946,10.861,681.085,13.434,195.753,27.571,243.276,6.601,5.476,0,28.859,406.051,6.481,57.754,155.487,52.417,257.495,275.034,16.006,17.284,3.75,4832
133104,20181231,2018,KT,KT CORP,10920.878,1110.689,29170.203,,15844.28,490.29,4836.543,2947.849,220.161,965.301,8438.365,16003.068,579.891,11738.693,9836.003,5106.064,21051.666,11794.065,273.253,1270.679,14.22,4813
133949,20181231,2018,QBAK,QUALSTAR CORP,9.767,1.023,9.998,4.781,7.098,2.03,0,0.086,0,2.897,2.503,2.67,1.486,0.112,-12.098,1.809,12.229,7.328,0,3.555,5.25,3572
135484,20181231,2018,FTR,FRONTIER COMMUNICATIONS CORP,1330,495,23659,354,3334,105.536,16358,1954,107,0,2561,22059,-643,14187,-3215,767,8611,1600,1536,1815,2.38,4813
135844,20180930,2018,ISSC,INNOVATIVE SOLTNS & SUPP INC,28.665,1.53,37.634,20.391,6.876,16.841,0,0.436,0,4.28,3.35,3.48,-3.654,8.787,3.72,3.452,13.85,34.154,0,10.05,2.54,3577
137066,20181231,2018,CHU,CHINA UNICOM (HONG KONG) LTD,11036.759,10886.42,78559.61,4370.562,24382.528,3059.8,607.459,10438.315,231.323,347.202,31246.753,32864.123,1482.589,55900.589,8704.193,4715.583,42291.945,45642.564,305.474,5539.68,10.66,4812
137373,20190331,2018,CPST,CAPSTONE TURBINE CORP,70.11,16.638,79.963,29.727,72.699,71.709,27.311,1.261,0,20.343,28.087,56.809,-16.659,5.291,-878.884,16.222,83.412,23.154,1.502,24.558,0.9,3510
137433,20181231,2018,MBT,MOBILE TELESYSTEMS PJSC,3872.76,2357.996,13190.675,1210.714,2600.066,915.371,7341.501,1447.615,704.482,268.625,4254.904,12073.707,98.614,6126.654,1582.346,1218.491,6916.416,939.972,576.132,1266.458,7,4812
137434,20181231,2018,IGOI,IGO INC,17.274,2.979,30.798,1.885,0,7.877,10,,,5.552,7.011,19.137,-1.242,10.368,-170.235,9.005,0.014,11.661,0,1.323,2.225,3577
137573,20181231,2018,ENTG,ENTEGRIS INC,1029.338,93.055,2317.641,482.062,758.222,135.977,934.863,127.268,39.755,268.14,269.668,1305.616,240.755,419.529,180.117,222.055,1550.497,1012.025,34.094,356.166,27.895,3559
137602,20181231,2018,ACLS,AXCELIS TECHNOLOGIES INC,396.771,35.955,548.441,177.993,259.739,32.558,47.757,3.2,0,129,84.997,140.104,45.885,41.149,-156.812,78.727,442.575,408.337,5.11,119.677,17.8,3559
137612,20181231,2018,TKC,TURKCELL ILETISIM HIZMET,3466.997,448.571,8085.631,1402.755,2025.781,876.626,2480.531,648.801,357.456,34.115,2219.691,5050.386,382.123,2413.653,2614.457,1338.943,4025.768,3010.324,188.9,434.877,5.62,4812
137943,20181231,2018,EVC,ENTRAVISION COMMUNICATIONS,271.048,14.7,690.409,46.733,170.338,87.491,240.541,16.273,17.782,0,54.034,357.677,12.161,64.939,-529.576,79.308,297.815,332.732,15.743,78,2.91,4833
138467,20180630,2018,LTRX,LANTRONIX INC,23.27,3.942,33.855,9.568,19.957,18.908,0.004,0.442,0,8.439,9.726,10.042,0.68,1.036,-189.184,4.893,45.58,23.813,0.018,23.871,2.84,3576
140045,20181231,2018,ASR,GRUPO AEROPORTUARIO SURESTE,305.378,20.91,2859.014,233.299,293.67,30,712.454,89.602,103.507,2.478,122.551,992.349,253.812,28.42,1085.907,57.954,784.206,1481.173,62.626,11.972,150.6,4581
140902,20181231,2018,NIHD,NII HOLDINGS INC,522.565,39.147,1059.83,142.486,319.666,101.323,632.857,15.119,0,1.949,359.487,1241.399,-143.08,143.93,-2245.318,101.885,620.697,-101.977,102.182,308.828,4.41,4812
141239,20181231,2018,TKAGY,TELEKOM AUSTRIA AG,1515.183,853.38,8481.494,72.854,2316.775,332.042,2904.367,1100.227,192.395,150.177,1837.17,5677.126,278.551,3109.638,-108.566,1116.823,5078.08,2801.328,98.198,1168.89,15.181,4899
142248,20181231,2018,AMX,AMERICA MOVIL SA DE CV,17762.947,6176.889,72731.178,1102.245,25933.883,3301.74,27616.827,7883.374,1075.506,2051.083,23769.601,60219.075,2675.02,32568.741,5071.418,11067.789,52832.935,9973.943,1752.914,12421.094,14.25,4812
142260,20181231,2018,OIS,OIL STATES INTL INC,534.031,77.511,2003.821,19.316,831.513,59.97,306.177,123.53,0,209.393,181.034,564.053,-19.105,540.427,958.121,293.136,1088.133,1439.768,19.314,124.77,14.28,3533
142953,20181231,2018,MDLZ,MONDELEZ INTERNATIONAL INC,7604,5794,62729,1100,14762,1451,12532,811,1409,2592,16737,37016,3381,8482,13861,3006,25938,25637,452,5899,40.03,2052
144435,20181231,2018,BG,BUNGE LTD,11068,3501,19425,389,42836,141.111,4203,622,310,5871,7172,12623,267,5201,1124,2367,45743,6173,343,1353,53.44,2040
144727,20181231,2018,GCFB,GRANITE CITY FOOD & BREWERY,7.12,2.806,51.674,4.488,118.091,14.361,16.872,6.907,0,1.657,54.548,76.229,-7.366,33.331,-107.931,,133.838,-24.555,4.43,10.625,0.39,5812
145080,20181231,2018,DRAD,DIGIRAD CORP,21.194,5.206,50.594,1.545,78.578,20.25,11.219,8.708,3.321,5.402,13.217,24.794,0.736,21.645,-113.902,12.642,104.18,25.8,0.751,20.456,0.57,8071
146206,20181231,2018,DISH1,DISH DBS CORP,1427.591,217.268,3905.544,129.498,9165.981,0.001,10632.96,667.46,0,290.697,4654.452,15947.704,971.287,1377.949,-13194.816,623.602,13362.139,-12042.447,793.988,1462.188,,4899
146500,20181231,2018,FVE,FIVE STAR SENIOR LIVING INC,138.053,69.667,405.624,29.512,1354.603,50.852,7.533,35.939,0,0,229.693,334.455,-74.083,243.873,-290.894,45.613,1390.394,71.169,3.018,77.433,0.48,8051
147204,20181231,2018,CCOI,COGENT COMMUNICATIONS HLDGS,350.337,8.519,739.85,276.093,219.526,46.336,788.165,81.233,97.887,0,75.307,888.852,28.667,375.325,-620.379,54.644,520.193,-149.002,51.056,133.858,45.21,4813
147305,20181231,2018,JBLU,JETBLUE AIRWAYS CORP,1474,437,10426,474,5091,306,1361,491,0,78,2418,5815,188,8315,3676,211,7658,4611,92,1353,16.06,4512
148276,20181231,2018,0270B,LAND O'LAKES INC,6028.851,1803.833,9124.376,201.005,13261.414,0.004,985.174,242.552,0,2417.979,4678.085,6213.033,254.485,1490.201,571.878,1866.563,14936.208,2894.387,77.906,1089.768,,2000
148470,20181231,2018,RRGB,RED ROBIN GOURMET BURGERS,98.549,39.024,843.941,18.569,1065.996,12.971,202.789,95.371,0,27.37,171.149,461.136,-6.419,565.142,371.54,25.034,1338.563,382.805,10.904,176.677,26.72,5812
148998,20181231,2018,Q1,QWEST CORP,1846,441,20583,5,4397,,5948,1436,1275,0,2272,10715,1665,8077,-182,1694,8493,9868,529,,,4813
149177,20181231,2018,NXST,NEXSTAR MEDIA GROUP,767.075,67.828,7062.03,145.115,1179.259,45.626,3884.91,259.195,68.629,0,404.172,5193.046,389.477,731.538,606.055,547.285,2766.696,1852.774,220.994,571.46,78.64,4833
149379,20181231,2018,FTFT,FUTURE FINTECH GROUP INC,24.164,11.054,62.947,0.254,3.309,31.017,32.451,9.8,0,0.063,117.174,149.625,-169.997,2.336,-197.048,23.847,0.889,-91.279,1.625,,0.605,2080
150761,20181231,2018,CATS,CATASYS INC,5.486,0.497,6.323,3.162,11.119,16.185,7.472,0.288,0,0,7.73,15.288,-14.212,0.263,-305.655,1.382,15.177,-8.965,0.57,17.395,9.37,8060
150922,20190430,2018,SUWN,SUNWIN STEVIA INTL INC,23.568,5.299,35.487,0.294,18.47,199.633,9.846,1.094,0,11.992,21.157,31.95,-4.908,8.993,-34.344,5.462,20.851,3.537,0.804,5.259,0.046,2090
150937,20180630,2018,STX,SEAGATE TECHNOLOGY PLC,4310,1728,9410,1853,7275,287.17,4320,598,723,1053,3190,7745,1182,1792,-4712,1184,11184,1665,237,1588,56.47,3572
152649,20190331,2018,TLKGY,TELKOM SA SOC LTD,1039.357,506.534,3672.676,99.059,961.316,127.785,335.746,384.582,123.477,87.891,1140.15,1607.698,193.887,2222.237,1665.62,654.843,2897.823,2051.451,65.485,1252.388,20.226,4813
153311,20180930,2018,MBPFY,MITCHELLS & BUTLER PLC,427.909,108.282,6363.839,159.161,2266.091,213.213,2275.223,155.247,9.132,33.92,821.898,4056.002,135.678,5774.159,2226.952,27.397,2807.499,2307.837,153.942,,6.885,5810
154039,20181231,2018,NTGR,NETGEAR INC,857.899,139.748,1043.376,201.047,705.468,31.562,0,18.8,0,243.871,383.992,415.824,-9.162,20.177,-166.065,303.667,1058.816,627.552,0,292.692,52.03,3576
154773,20181231,2018,CRHM,CRH MEDICAL CORP,32.883,1.317,218.988,9.947,54.321,72.056,67.622,31.486,0,0.403,12.87,81.697,4.68,0.303,12.85,21.711,112.749,77.552,3.596,6.329,3.05,8011
154984,20180630,2018,5168B,CHASE GENERAL CORP,0.595,0.177,0.831,0.002,2.02,0.97,0.025,0.065,0.128,0.445,0.22,0.253,-0.245,0.236,-5.888,0.135,2.68,0.578,0.005,0.859,,2060
155280,20181231,2018,ATSG,AIR TRANSPORT SERVICES GROUP,259.221,109.843,2470.585,59.322,597.168,59.134,1371.598,178.895,0,33.536,229.134,2034.147,69.285,1555.005,-35.311,147.755,892.345,436.438,30.599,,22.81,4512
156578,20181231,2018,ADES,ADVANCED EMISSIONS SOLUTIONS,59.776,6.235,159.664,18.577,14.904,18.576,50.058,0.723,20.29,21.791,40.719,91.717,35.454,45.228,12.914,13.838,23.945,67.947,2.151,7.089,10.55,3559
158743,20181231,2018,BGS,B&G FOODS INC,586.096,140,3054.799,11.648,1239.648,65.639,1635.881,53.639,124.78,401.355,258.462,2154.75,172.435,282.553,783.054,153.105,1700.764,900.049,109.434,150.526,28.91,2033
160196,20181231,2018,PLAG,PLANET GREEN HOLDINGS CORP,14.991,0.579,17.21,1.063,6.464,5.498,0,0.06,0,0,9.921,9.921,20.59,2.218,-66.436,6.528,6.829,8.308,0,0.889,2.45,2060
160211,20181231,2018,DPZ,DOMINO'S PIZZA INC,566.951,92.546,907.385,25.438,2076.523,40.978,3495.691,53.665,92.211,45.975,379.743,3947.306,361.972,234.939,-3040.9,190.091,3432.867,-3039.921,143.039,730.458,247.99,5812
160376,20181231,2018,TXRH,TEXAS ROADHOUSE INC,345.019,62.06,1469.276,210.125,2012.952,71.618,2.081,101.216,71.509,18.827,385.142,508.568,158.225,956.676,688.109,92.114,2457.449,945.569,0.691,155.492,59.7,5812
160549,20181231,2018,LBTYK,LIBERTY GLOBAL PLC,4141.4,874.3,53153.6,,4968.3,746.724,26190,3858.2,0,0,10306.1,49005.3,725.3,13878.9,-4540.4,1366.5,11957.9,4681.4,1478.7,2049.1,20.64,4841
160628,20181231,2018,GOL,GOL LINHAS AEREAS INTELIGENT,855.221,457.082,2680.807,213.412,2193.19,174.678,1513.991,172.684,0,46.532,1859.973,3844.583,-280.368,727.931,-2101.035,220.424,2947.663,-1287.78,207.755,456.404,13.55,4512
160681,20181231,2018,HY,HYSTER-YALE MATERIALS HNDLNG,1131.6,436.8,1742.1,83.7,2633.3,16.561,210.1,44,20.4,533.6,776.2,1182.6,34.7,296.2,229.8,465.5,3174.4,527.4,16,455,61.96,3537
161120,20181231,2018,MIC,MACQUARIE INFRASTRUCTURE CP,1420.303,38.178,7443.781,588.555,890.904,85.8,2652.748,261.973,378.355,29.256,837.976,4327.454,136.521,3141.407,1454.211,95.161,1761.533,2964.602,112.626,353.966,36.56,4581
161843,20181231,2018,MNTX,MANITEX INTERNATIONAL INC,131.993,38.267,217.249,22.103,193.071,19.646,49.883,4.989,0,58.024,72.954,129.245,-13.177,20.249,-44.93,47.822,242.107,88.004,5.508,35.021,5.68,3537
162127,20181231,2018,CNSL,CONSOLIDATED COMM HLDGS INC,198.143,32.502,3535.261,9.599,611.872,71.187,2303.585,432.668,110.383,0,283.614,3119.607,-50.834,1927.126,-104.046,144.208,1391.874,409.736,134.578,333.405,9.88,4813
162404,20181231,2018,LHCG,LHC GROUP INC,366.905,77.135,1928.715,49.363,1156.357,30.678,235.93,16.362,0,0,206.112,489.645,63.574,79.563,427.975,260.08,1809.963,1316.925,9.679,488.518,93.88,8082
162501,20181231,2018,OTEL,OTELCO INC,14.739,1.331,114.352,4.657,30.592,3.389,69.107,7.232,0,2.802,11.951,103.45,9.467,52.073,6.655,6.082,66.068,10.902,5.844,10.451,16.17,4813
163678,20181231,2018,EVRI,EVERI HOLDINGS INC,488.94,70.796,1548.261,297.532,94.437,70.2,1155.016,126.47,0,24.403,471.636,1657.156,12.356,116.288,-231.455,146.746,469.515,-108.895,83.001,160.77,5.15,3578
163768,20181231,2018,GTT,GTT COMMUNICATIONS INC,279,89.2,4537.6,55.3,819.4,55.625,3186.7,211.4,0,0,446.8,4122.9,-243.4,1870.4,-395.2,177,1490.8,414.7,146.9,342.7,23.66,4899
163891,20181231,2018,RUTH,RUTHS HOSPITALITY GROUP INC,36.362,10.273,254.613,5.062,326.37,29.197,41,18.538,13.527,9.296,95.272,164.481,41.68,125.991,28.02,19.476,452.334,90.132,1.739,54.242,22.73,5812
163983,20181231,2018,THS,TREEHOUSE FOODS INC,1417.1,577.9,5599.3,164.3,4648.7,56,2297.4,258.3,0,839.7,835.2,3457.4,-61.4,1274.4,88.8,351.3,5812.1,2141.9,133,633.7,50.71,2030
164284,20181231,2018,BURG,CHANTICLEER HOLDINGS INC,1.675,2.096,29.793,0.63,36.853,3.715,3,2.164,0.119,0.479,14.312,20.861,-6.854,10.468,-57.327,0.387,40.614,8.105,2.527,4.992,1.29,5812
164290,20181231,2018,KONAQ,KONA GRILL INC,5.66,2.918,53.613,2.568,139.022,13.264,0,13.597,0,1.645,51.591,74.049,-31.968,46.984,-111.885,0.545,156.942,-20.436,2.463,33.72,1.05,5812
